id,lat,lon
44693183722,45.989209,7.750854
43798560645,46.675833,8.158888
44304493361,46.574308,8.385126
44257006912,46.575421,8.390015
43587554744,46.574946,8.389376
30437855758,46.574976,8.386184
29369074167,46.578809,8.383616
43398727415,46.575408,8.390005
29369056297,46.575371,8.389186
30437827128,46.578811,8.383621
43587468194,46.443976,8.110763
44304373421,46.443980,8.110765
42497066910,46.443288,8.108685
29368554277,46.574179,8.384991
29368547097,46.575911,8.388253
42496509250,46.575411,8.390006
43587068324,46.575408,8.390001
29346171737,46.022714,7.774200
47284484631,46.288633,7.136607
46369392305,37.038336,25.092772
46558220694,46.440358,11.857767
32339359717,46.440358,11.857767
47227089762,46.991069,11.167817
46555164214,40.409999,-105.635706
46362703105,-42.091126,148.132261
47277217541,-42.091603,148.132977
32333769797,46.509450,11.757516
40301736213,50.344659,-4.453164
40305920753,47.860274,-3.748397
40305188493,57.085597,-4.068864
46546360174,57.085600,-4.068864
47269673471,57.089097,-4.071687
32327829997,57.089097,-4.071687
47215098352,52.580887,-4.099230
32325110447,52.580887,-4.099230
40302458763,52.580887,-4.099230
32325109257,52.580887,-4.099230
47215094432,52.580887,-4.099230
40302455943,52.580887,-4.099230
33391267878,52.580887,-4.099230
32325104437,52.580887,-4.099230
46543554114,52.580887,-4.099230
32325101997,52.580887,-4.099230
32325100697,52.580887,-4.099230
46543552104,52.580887,-4.099230
33391257218,52.580887,-4.099230
46543550554,52.580887,-4.099230
46543549584,52.580887,-4.099230
46543547934,52.580887,-4.099230
46543545974,52.580887,-4.099230
47215072362,52.580887,-4.099230
46543543234,52.580887,-4.099230
46543541424,52.580887,-4.099230
46543539634,52.580887,-4.099230
46352504955,52.580887,-4.099230
46352503985,52.580887,-4.099230
32325081347,52.580887,-4.099230
46352500595,52.580887,-4.099230
32325080087,52.580887,-4.099230
33391238658,52.580887,-4.099230
40302430703,52.580887,-4.099230
46352493405,52.580887,-4.099230
32325077207,52.580887,-4.099230
33391231438,52.580887,-4.099230
32325073617,52.580887,-4.099230
33391227698,52.580887,-4.099230
32323390217,46.434931,11.649106
46532653224,44.573105,6.695823
32313984567,46.496205,9.170702
40291225233,46.496205,9.170702
33380249378,46.496205,9.170702
33380121508,-42.137020,148.319352
33380117078,-41.873898,148.307263
47255010581,65.003779,-13.967657
46525174544,46.632884,10.283310
46525116604,65.452050,-21.922745
44412243541,46.291265,13.693771
47195349862,54.117080,-10.212650
40282330543,-42.136239,148.317555
40282322213,-42.136403,148.318180
32305147297,-42.136603,148.318736
47195216402,-42.136906,148.298755
40279624393,46.486442,10.684590
46157704154,59.363431,18.217370
47188890382,47.860274,-3.748397
40275244203,46.889164,7.522448
33364533188,46.889164,7.522448
32298146587,46.889164,7.522448
40275227913,46.889164,7.522448
47188166252,46.889164,7.522448
40275217643,46.889164,7.522448
46325713585,46.889164,7.522448
47240341181,46.889164,7.522448
46516665184,46.889164,7.522448
32298123297,46.889164,7.522448
46516649854,46.889164,7.522448
32298116747,46.889164,7.522448
46325691675,46.889164,7.522448
46325686705,46.889164,7.522448
32298106047,46.889164,7.522448
47188116472,46.889164,7.522448
32298094007,46.889164,7.522448
40275162673,46.889164,7.522448
47188101712,46.889164,7.522448
33364465328,46.889164,7.522448
47240280101,46.889164,7.522448
47284484631,46.288633,7.136607
46369392305,37.038336,25.092772
46558220694,46.440358,11.857767
32339359717,46.440358,11.857767
47227089762,46.991069,11.167817
46555164214,40.409999,-105.635706
46362703105,-42.091126,148.132261
47277217541,-42.091603,148.132977
32333769797,46.509450,11.757516
40301736213,50.344659,-4.453164
40305920753,47.860274,-3.748397
40305188493,57.085597,-4.068864
46546360174,57.085600,-4.068864
47269673471,57.089097,-4.071687
32327829997,57.089097,-4.071687
47215098352,52.580887,-4.099230
32325110447,52.580887,-4.099230
40302458763,52.580887,-4.099230
32325109257,52.580887,-4.099230
47215094432,52.580887,-4.099230
40302455943,52.580887,-4.099230
33391267878,52.580887,-4.099230
32325104437,52.580887,-4.099230
46543554114,52.580887,-4.099230
32325101997,52.580887,-4.099230
32325100697,52.580887,-4.099230
46543552104,52.580887,-4.099230
33391257218,52.580887,-4.099230
46543550554,52.580887,-4.099230
46543549584,52.580887,-4.099230
46543547934,52.580887,-4.099230
46543545974,52.580887,-4.099230
47215072362,52.580887,-4.099230
