id,lat,lon
46543543234,52.580887,-4.099230
46543541424,52.580887,-4.099230
46543539634,52.580887,-4.099230
46352504955,52.580887,-4.099230
46352503985,52.580887,-4.099230
32325081347,52.580887,-4.099230
46352500595,52.580887,-4.099230
32325080087,52.580887,-4.099230
33391238658,52.580887,-4.099230
40302430703,52.580887,-4.099230
46352493405,52.580887,-4.099230
32325077207,52.580887,-4.099230
33391231438,52.580887,-4.099230
32325073617,52.580887,-4.099230
33391227698,52.580887,-4.099230
32323390217,46.434931,11.649106
46532653224,44.573105,6.695823
32313984567,46.496205,9.170702
40291225233,46.496205,9.170702
33380249378,46.496205,9.170702
33380121508,-42.137020,148.319352
33380117078,-41.873898,148.307263
47255010581,65.003779,-13.967657
46525174544,46.632884,10.283310
46525116604,65.452050,-21.922745
44412243541,46.291265,13.693771
47195349862,54.117080,-10.212650
40282330543,-42.136239,148.317555
40282322213,-42.136403,148.318180
32305147297,-42.136603,148.318736
47195216402,-42.136906,148.298755
40279624393,46.486442,10.684590
46157704154,59.363431,18.217370
47188890382,47.860274,-3.748397
40275244203,46.889164,7.522448
33364533188,46.889164,7.522448
32298146587,46.889164,7.522448
40275227913,46.889164,7.522448
47240341181,46.889164,7.522448
46516665184,46.889164,7.522448
46325713585,46.889164,7.522448
47240341181,46.889164,7.522448
46516665184,46.889164,7.522448
32298123297,46.889164,7.522448
46516649854,46.889164,7.522448
32298116747,46.889164,7.522448
46325691675,46.889164,7.522448
46325686705,46.889164,7.522448
32298106047,46.889164,7.522448
47188116472,46.889164,7.522448
32298094007,46.889164,7.522448
40275162673,46.889164,7.522448
47188101712,46.889164,7.522448
33364465328,46.889164,7.522448
47240280101,46.889164,7.522448
33364445348,46.889164,7.522448
32298046387,46.889164,7.522448
46516584064,46.889164,7.522448
46516576694,46.889164,7.522448
33364428728,46.889164,7.522448
32298027877,46.889164,7.522448
32298023677,46.889164,7.522448
40275099293,46.889164,7.522448
47188043752,46.889164,7.522448
33364405088,46.889164,7.522448
46516540574,46.889164,7.522448
33364387348,46.889164,7.522448
32297984667,46.889164,7.522448
47188005982,46.889164,7.522448
47188000182,46.889164,7.522448
47187994712,46.889164,7.522448
46325557495,46.889164,7.522448
33364356518,46.889164,7.522448
40275053203,46.889164,7.522448
46516500364,46.889164,7.522448
32297937767,46.889164,7.522448
46325536315,46.889164,7.522448
40275034293,46.889164,7.522448
40275030883,46.889164,7.522448
47240143561,46.889164,7.522448
33364324118,46.889164,7.522448
46325508035,46.889164,7.522448
47187938702,46.889164,7.522448
46516437344,46.889164,7.522448
40274985463,46.889164,7.522448
33364271888,46.889164,7.522448
47187891092,46.889164,7.522448
47187881382,46.889164,7.522448
32297849567,46.889164,7.522448
47187858082,46.889164,7.522448
47187848482,46.889164,7.522448
40274935553,46.889164,7.522448
46325402445,46.889164,7.522448
47240019861,46.889164,7.522448
32296034797,46.889164,7.522448
33362396558,46.889164,7.522448
32296013697,46.889164,7.522448
40273199963,46.889164,7.522448
46323600205,46.889164,7.522448
33362373158,46.889164,7.522448
32295998017,46.889164,7.522448
32295987017,46.889164,7.522448
32295977147,46.889164,7.522448
47185962372,46.889164,7.522448
33362342248,46.889164,7.522448
47185945382,46.889164,7.522448
40273149193,46.889164,7.522448
46514433774,46.889164,7.522448
46323549105,46.889164,7.522448
47185924382,46.889164,7.522448
46323536965,46.889164,7.522448
46323528415,46.889164,7.522448
32295908897,46.889164,7.522448
40273095213,46.889164,7.522448
47185893262,46.889164,7.522448
47238039741,46.889164,7.522448
32295893167,46.889164,7.522448
46323498585,46.889164,7.522448
47185876182,46.889164,7.522448
33362272468,46.889164,7.522448
46323486245,46.889164,7.522448
46514354584,46.889164,7.522448
40273067673,46.889164,7.522448
40273064503,46.889164,7.522448
47237843641,46.889164,7.522448
46323343465,46.889164,7.522448
46514198044,46.889164,7.522448
33361916098,46.889164,7.522448
33361888978,46.889164,7.522448
33361670418,46.889164,7.522448
33361665918,46.889164,7.522448
40272484693,46.889164,7.522448
33361652818,46.889164,7.522448
46513798294,46.889164,7.522448
47237402271,46.889164,7.522448
32295276807,46.889164,7.522448
46322916805,46.889164,7.522448
47237380531,46.889164,7.522448
47237370591,46.889164,7.522448
32295256667,46.889164,7.522448
33361602198,46.889164,7.522448
47185230872,46.889164,7.522448
47237340661,46.889164,7.522448
46322867315,46.889164,7.522448
32295222377,46.889164,7.522448
33361578348,46.889164,7.522448
46322854595,46.889164,7.522448
40272378853,46.889164,7.522448
46322843695,46.889164,7.522448
46513708584,46.889164,7.522448
46513701234,46.889164,7.522448
46322819035,46.889164,7.522448
47185167402,46.889164,7.522448
33361538728,46.889164,7.522448
46513678404,46.889164,7.522448
47237275811,46.889164,7.522448
46322706485,46.889164,7.522448
40272236423,46.889164,7.522448
33361432968,46.889164,7.522448
46322696975,46.889164,7.522448
32295062337,46.889164,7.522448
47185042052,46.889164,7.522448
47237164271,46.889164,7.522448
47237157481,46.889164,7.522448
46322666105,46.889164,7.522448
47237137871,46.889164,7.522448
33361381998,46.889164,7.522448
32295017677,46.889164,7.522448
46322639895,46.889164,7.522448
40272154063,46.889164,7.522448
46513507824,46.889164,7.522448
46322624345,46.889164,7.522448
32294987317,46.889164,7.522448
33361346028,46.889164,7.522448
46322606505,46.889164,7.522448
40271632953,46.889164,7.522448
46513024534,46.889164,7.522448
33360844308,46.889164,7.522448
46513015014,46.889164,7.522448
46322094375,46.889164,7.522448
47184446162,46.889164,7.522448
47236584721,46.889164,7.522448
46513002994,46.889164,7.522448
46512997204,46.889164,7.522448
47184425722,46.889164,7.522448
46512980064,46.889164,7.522448
47184288382,46.889164,7.522448
47184282272,46.889164,7.522448
47236415271,46.889164,7.522448
40271435773,46.889164,7.522448
46512841434,46.889164,7.522448
32294275417,46.889164,7.522448
47236395361,46.889164,7.522448
40271425583,46.889164,7.522448
47184257952,46.889164,7.522448
46321901185,46.889164,7.522448
33360609648,46.889164,7.522448
32294249427,46.889164,7.522448
47184239742,46.889164,7.522448
32294240107,46.889164,7.522448
33360588808,46.889164,7.522448
46321880265,46.889164,7.522448
47236352661,46.889164,7.522448
46321872685,46.889164,7.522448
47236349751,46.889164,7.522448
46321861305,46.889164,7.522448
40271369423,46.889164,7.522448
40271367323,46.889164,7.522448
46512787974,46.889164,7.522448
47183808702,-41.162448,148.283536
33360140648,-41.161456,148.281122
40267698713,15.973837,-22.804715
47175729602,-41.162287,148.284019
46503280274,46.765445,10.533292
46501754714,49.704491,7.330105
46497313984,43.410883,6.846542
40254385203,46.919903,7.441649
47164340482,46.390370,11.573355
33340099128,-38.667551,143.568563
33337971448,44.015348,-96.321612
46490092034,44.015348,-96.321612
33337970498,44.015348,-96.321612
32270513577,52.970913,-9.428192
47158824582,47.514787,12.985346
33331900258,32.786796,-96.806588
46483986434,37.808156,23.850116
33331315498,46.548590,12.412490
